year,quarter,tickersymbol,value,code
2018,4,VIT,259471334629.0000,4100
2018,4,VIT,195000000000.0000,4110
2018,4,VIW,661367523390.0000,10
2018,4,VIW,599592685188.0000,21
2018,4,VIW,61558212994.0000,30
2018,4,VIW,4649309545.0000,70
2018,4,VIW,-658401510.0000,72
2018,4,VIW,246933109205.0000,1100
2018,4,VIW,942070978533.0000,1300
2018,4,VIW,1081916501100.0000,1400
2018,4,VIW,1934485803088.0000,3100
2018,4,VIW,771104007375.0000,4100
2018,4,VIW,580186000000.0000,4110
2018,4,VJC,18453063267284.0000,10
2018,4,VJC,16072233263491.0000,21
2018,4,VJC,2380830003793.0000,30
2018,4,VJC,1535915886799.0000,70
2018,4,VJC,1535446530004.0000,72
2018,4,VJC,7164923007451.0000,1100
2018,4,VJC,816900000000.0000,1200
2018,4,VJC,11009134433391.0000,1300
2018,4,VJC,421916497061.0000,1400
2018,4,VJC,15916143545552.0000,3100
2018,4,VJC,13924613876687.0000,4100
2018,4,VJC,5416113340000.0000,4110
2018,4,VKC,247003805724.0000,10
2018,4,VKC,239795761474.0000,21
2018,4,VKC,7139647964.0000,30
2018,4,VKC,4887305829.0000,70
2018,4,VKC,4887305829.0000,72
2018,4,VKC,40623417165.0000,1100
2018,4,VKC,27344430036.0000,1200
2018,4,VKC,173116420353.0000,1300
2018,4,VKC,204262355045.0000,1400
2018,4,VKC,406385985988.0000,3100
2018,4,VKC,235789525468.0000,4100
2018,4,VKC,200000000000.0000,4110
2018,4,VKD,898089474.0000,1100
2018,4,VKD,56194694608.0000,1300
2018,4,VKD,13930294061.0000,1400
2018,4,VKD,70717511568.0000,3100
2018,4,VKD,154943845212.0000,4100
2018,4,VKD,119999880000.0000,4110
2018,4,VLA,6294257000.0000,10
2018,4,VLA,4568564618.0000,21
2018,4,VLA,1725692382.0000,30
2018,4,VLA,911387684.0000,70
2018,4,VLA,911387684.0000,72
2018,4,VLA,2754046361.0000,1100
2018,4,VLA,11155919630.0000,1200
2018,4,VLA,3561819743.0000,1300
2018,4,VLA,855070792.0000,1400
2018,4,VLA,1452201233.0000,3100
2018,4,VLA,16982270861.0000,4100
2018,4,VLA,10800000000.0000,4110
2018,4,VLB,285992661152.0000,10
2018,4,VLB,233127647750.0000,21
2018,4,VLB,52865013402.0000,30
2018,4,VLB,35569875412.0000,70
2018,4,VLB,35569875412.0000,72
2018,4,VLB,248193593485.0000,1100
2018,4,VLB,40000000000.0000,1200
2018,4,VLB,40135943963.0000,1300
2018,4,VLB,28843037582.0000,1400
2018,4,VLB,156856388399.0000,3100
2018,4,VLB,597990154818.0000,4100
2018,4,VLB,470000000000.0000,4110
2018,4,VLC,587722646078.0000,10
2018,4,VLC,487273621838.0000,21
2018,4,VLC,99606415583.0000,30
2018,4,VLC,28593963278.0000,70
2018,4,VLC,17002415654.0000,72
2018,4,VLC,40110028327.0000,1100
2018,4,VLC,742387055000.0000,1200
2018,4,VLC,142137779240.0000,1300
2018,4,VLC,360111973351.0000,1400
2018,4,VLC,302692577732.0000,3100
2018,4,VLC,1282700337415.0000,4100
2018,4,VLC,631010000000.0000,4110
2018,4,VLF,3357332099.0000,70
2018,4,VLF,3357332099.0000,72
2018,4,VLF,6369084500.0000,1100
2018,4,VLF,1467600.0000,1200
2018,4,VLF,34751506985.0000,1300
2018,4,VLF,183451637992.0000,3100
2018,4,VLF,-93270698032.0000,4100
2018,4,VLF,119599820000.0000,4110
2018,4,VLG,571384600399.0000,10
2018,4,VLG,568402129178.0000,21
2018,4,VLG,2982471221.0000,30
2018,4,VLG,3657245242.0000,70
2018,4,VLG,3657245242.0000,72
2018,4,VLG,29564810846.0000,1100
2018,4,VLG,110828232585.0000,1300
2018,4,VLG,94080214578.0000,3100
2018,4,VLG,173956737310.0000,4100
2018,4,VLG,142121300000.0000,4110
2018,4,VLP,9668923749.0000,1100
2018,4,VLP,31971313985.0000,1300
2018,4,VLP,191376592.0000,1400
2018,4,VLP,9773370386.0000,3100
2018,4,VLP,45872023939.0000,4100
2018,4,VLP,35362220000.0000,4110
2018,4,VLW,31685370737.0000,10
2018,4,VLW,13083109982.0000,21
2018,4,VLW,18602260755.0000,30
2018,4,VLW,12065407148.0000,70
2018,4,VLW,12065407148.0000,72
2018,4,VLW,12170489821.0000,1100
2018,4,VLW,115259000000.0000,1200
2018,4,VLW,12664001518.0000,1300
2018,4,VLW,11461196666.0000,1400
2018,4,VLW,41397501020.0000,3100
2018,4,VLW,319231911801.0000,4100
2018,4,VLW,289000000000.0000,4110
2018,4,VMA,1789699283.0000,1100
2018,4,VMA,104442040736.0000,1300
2018,4,VMA,11917351377.0000,1400
2018,4,VMA,109169726419.0000,3100
2018,4,VMA,34657591528.0000,4100
2018,4,VMA,27000000000.0000,4110
2018,4,VMC,459851018341.0000,10
2018,4,VMC,414144336687.0000,21
2018,4,VMC,45706681654.0000,30
2018,4,VMC,21671564747.0000,70
2018,4,VMC,22462499871.0000,72
2018,4,VMC,84424522073.0000,1100
2018,4,VMC,113000000000.0000,1200
2018,4,VMC,922188793725.0000,1300
2018,4,VMC,239123870242.0000,1400
2018,4,VMC,1124069919527.0000,3100
2018,4,VMC,423291341561.0000,4100
2018,4,VMC,200000000000.0000,4110
2018,4,VMD,3654366017945.0000,10
2018,4,VMD,3267152753074.0000,21
2018,4,VMD,365467199811.0000,30
2018,4,VMD,-104701507.0000,70
2018,4,VMD,-104701507.0000,72
2018,4,VMD,218262764644.0000,1100
2018,4,VMD,3497784545720.0000,1300
2018,4,VMD,5561414049410.0000,1400
2018,4,VMD,9424842850542.0000,3100
2018,4,VMD,333170185276.0000,4100
2018,4,VMD,154402680000.0000,4110
2018,4,VMG,112031923717.0000,10
2018,4,VMG,109770082823.0000,21
2018,4,VMG,2261840894.0000,30
2018,4,VMG,-5295850383.0000,70
2018,4,VMG,-5295850383.0000,72
2018,4,VMG,3125452528.0000,1100
2018,4,VMG,550000000.0000,1200
2018,4,VMG,28574045948.0000,1300
2018,4,VMG,9175751467.0000,1400
2018,4,VMG,65162411227.0000,3100
2018,4,VMG,44320485028.0000,4100
2018,4,VMG,96000000000.0000,4110
2018,4,VMS,63332679014.0000,10
2018,4,VMS,58698816261.0000,21
2018,4,VMS,4633862753.0000,30
2018,4,VMS,1616764641.0000,70
2018,4,VMS,1616764641.0000,72
2018,4,VMS,51243506878.0000,1100
2018,4,VMS,11592800000.0000,1200
2018,4,VMS,51034002436.0000,1300
2018,4,VMS,1368243094.0000,1400
2018,4,VMS,47448362349.0000,3100
2018,4,VMS,147545892360.0000,4100
2018,4,VMS,90000000000.0000,4110
2018,4,VNA,216013353608.0000,10
2018,4,VNA,211708897371.0000,21
2018,4,VNA,4304456237.0000,30
2018,4,VNA,18475781271.0000,70
2018,4,VNA,18475781271.0000,72
2018,4,VNA,27652496804.0000,1100
2018,4,VNA,48868497747.0000,1300
2018,4,VNA,42121788783.0000,1400
2018,4,VNA,289499218179.0000,3100
2018,4,VNA,34796376953.0000,4100
2018,4,VNA,200000000000.0000,4110
2018,4,VNB,11307484869.0000,10
2018,4,VNB,7934263632.0000,21
2018,4,VNB,3373221237.0000,30
2018,4,VNB,9375520088.0000,70
2018,4,VNB,9375520088.0000,72
2018,4,VNB,1155196184.0000,1100
2018,4,VNB,126000000000.0000,1200
2018,4,VNB,603632040887.0000,1300
2018,4,VNB,9270117666.0000,1400
2018,4,VNB,16525383637.0000,3100
2018,4,VNB,758390809163.0000,4100
2018,4,VNB,679099600000.0000,4110
2018,4,VNC,143025359899.0000,10
2018,4,VNC,107628530421.0000,21
2018,4,VNC,35396829478.0000,30
2018,4,VNC,11661517630.0000,70
2018,4,VNC,11036175054.0000,72
2018,4,VNC,91254905186.0000,1100
2018,4,VNC,526200000.0000,1200
2018,4,VNC,86583118271.0000,1300
2018,4,VNC,3712358056.0000,1400
2018,4,VNC,114482306038.0000,3100
2018,4,VNC,208273441908.0000,4100
2018,4,VNC,104999550000.0000,4110
2018,4,VNE,185424206612.0000,10
2018,4,VNE,178487474437.0000,21
2018,4,VNE,6936732175.0000,30
2018,4,VNE,-30237397927.0000,70
2018,4,VNE,-30655721260.0000,72
2018,4,VNE,125908820344.0000,1100
2018,4,VNE,1300842800.0000,1200
2018,4,VNE,436842901239.0000,1300
2018,4,VNE,122520212151.0000,1400
2018,4,VNE,532026743982.0000,3100
2018,4,VNE,973255703991.0000,4100
2018,4,VNE,904329530000.0000,4110
2018,4,VNF,425939795926.0000,10
2018,4,VNF,406434197400.0000,21
2018,4,VNF,15781622336.0000,30
2018,4,VNF,8418010549.0000,70
2018,4,VNF,8183512484.0000,72
2018,4,VNF,97202519785.0000,1100
2018,4,VNF,16842000000.0000,1200
2018,4,VNF,333719731062.0000,1300
2018,4,VNF,401814202095.0000,3100
2018,4,VNF,340102109579.0000,4100
2018,4,VNF,83922500000.0000,4110
2018,4,VNG,227631477438.0000,10
2018,4,VNG,180432207447.0000,21
2018,4,VNG,47155459194.0000,30
2018,4,VNG,-15955702496.0000,70
2018,4,VNG,-14578492261.0000,72
2018,4,VNG,74114998373.0000,1100
2018,4,VNG,426527071.0000,1200
2018,4,VNG,473805649152.0000,1300
2018,4,VNG,11539784648.0000,1400
2018,4,VNG,396142359871.0000,3100
2018,4,VNG,1042915679915.0000,4100
2018,4,VNG,837044050000.0000,4110
2018,4,VNH,10138824.0000,1100
2018,4,VNH,329538140.0000,1300
2018,4,VNH,8672143305.0000,3100
2018,4,VNH,-5495334302.0000,4100
2018,4,VNH,80230710000.0000,4110
2018,4,VNI,2429439483.0000,1100
2018,4,VNI,28871840019.0000,1300
2018,4,VNI,207381922501.0000,3100
2018,4,VNI,48412949944.0000,4100
2018,4,VNI,105599960000.0000,4110
2018,4,VNL,261617767042.0000,10
2018,4,VNL,256515196143.0000,21
2018,4,VNL,5102570899.0000,30
2018,4,VNL,2126947447.0000,70
2018,4,VNL,2126947447.0000,72
2018,4,VNL,61800125526.0000,1100
2018,4,VNL,175205336542.0000,1300
2018,4,VNL,90861430475.0000,3100
2018,4,VNL,210990914557.0000,4100
2018,4,VNL,90000000000.0000,4110
2018,4,VNM,13015322214890.0000,10
2018,4,VNM,6841121640431.0000,21
2018,4,VNM,6162585412139.0000,30
2018,4,VNM,2284277111528.0000,70
2018,4,VNM,2299484602646.0000,72
2018,4,VNM,1522610167671.0000,1100
2018,4,VNM,8673926951890.0000,1200
2018,4,VNM,4639447900101.0000,1300
2018,4,VNM,5525845959354.0000,1400
2018,4,VNM,10639592009462.0000,3100
2018,4,VNM,26271369291927.0000,4100
2018,4,VNM,17416877930000.0000,4110
2018,4,VNP,37757525820.0000,10
2018,4,VNP,38122763276.0000,21
2018,4,VNP,-365237456.0000,30
2018,4,VNP,-25084147576.0000,70
2018,4,VNP,-25084147576.0000,72
2018,4,VNP,12386979568.0000,1100
2018,4,VNP,58000000000.0000,1200
2018,4,VNP,36213847997.0000,1300
2018,4,VNP,58505743519.0000,1400
2018,4,VNP,201498704560.0000,3100
2018,4,VNP,163092397228.0000,4100
2018,4,VNP,194289130000.0000,4110
2018,4,VNS,516527835843.0000,10
2018,4,VNS,403679417971.0000,21
2018,4,VNS,112848417872.0000,30
2018,4,VNS,33290012623.0000,70
2018,4,VNS,33342357865.0000,72
2018,4,VNS,167753672919.0000,1100
2018,4,VNS,110845227126.0000,1300
2018,4,VNS,19406419454.0000,1400
2018,4,VNS,527543359601.0000,3100
2018,4,VNS,1660222266970.0000,4100
2018,4,VNS,678591920000.0000,4110
2018,4,VNT,267616369763.0000,10
2018,4,VNT,250629453943.0000,21
2018,4,VNT,16986915820.0000,30
2018,4,VNT,3908582878.0000,70
2018,4,VNT,3908582878.0000,72
2018,4,VNT,51814918713.0000,1100
2018,4,VNT,11275000000.0000,1200
2018,4,VNT,292010259240.0000,1300
2018,4,VNT,352027922827.0000,3100
2018,4,VNT,221582958025.0000,4100
2018,4,VNT,119490050000.0000,4110
2018,4,VNX,9826000880.0000,1100
2018,4,VNX,24500000000.0000,1200
2018,4,VNX,7509068606.0000,1300
2018,4,VNX,8218256005.0000,1400
2018,4,VNX,23643103092.0000,3100
2018,4,VNX,34511203438.0000,4100
2018,4,VNX,12249480000.0000,4110
2018,4,VNY,31960968232.0000,1100
2018,4,VNY,13442774437.0000,1300
2018,4,VNY,16028278859.0000,1400
2018,4,VNY,121833818933.0000,3100
2018,4,VNY,-95935849053.0000,4100
2018,4,VNY,82500000000.0000,4110
2018,4,VNZ,832601854136.0000,1100
2018,4,VNZ,1665091000000.0000,1200
2018,4,VNZ,648913689024.0000,1300
2018,4,VNZ,14207319882.0000,1400
2018,4,VNZ,1031590826618.0000,3100
2018,4,VNZ,3832259467341.0000,4100
2018,4,VNZ,345362570000.0000,4110
2018,4,VOC,1092595890221.0000,10
2018,4,VOC,1097864057127.0000,21
2018,4,VOC,-5473057238.0000,30
2018,4,VOC,71583547102.0000,70
2018,4,VOC,72897912896.0000,72
2018,4,VOC,14982477267.0000,1100
2018,4,VOC,173672628829.0000,1200
2018,4,VOC,791683020338.0000,1300
2018,4,VOC,109709407901.0000,1400
2018,4,VOC,804203148094.0000,3100
2018,4,VOC,2058427409552.0000,4100
2018,4,VOC,1218000000000.0000,4110
2018,4,VOS,458132239046.0000,10
2018,4,VOS,441575363387.0000,21
2018,4,VOS,13355505506.0000,30
2018,4,VOS,121482367005.0000,70
2018,4,VOS,121482367005.0000,72
2018,4,VOS,171070336126.0000,1100
2018,4,VOS,119700000000.0000,1200
2018,4,VOS,605219062438.0000,1300
2018,4,VOS,135975346672.0000,1400
2018,4,VOS,1231049848350.0000,3100
2018,4,VOS,654463507240.0000,4100
2018,4,VOS,1400000000000.0000,4110
2018,4,VPA,20227795255.0000,10
2018,4,VPA,27719530310.0000,21
2018,4,VPA,-7491735055.0000,30
2018,4,VPA,-10447181906.0000,70
2018,4,VPA,-10447181906.0000,72
2018,4,VPA,980703387.0000,1100
2018,4,VPA,747079563.0000,1300
2018,4,VPA,8712182149.0000,1400
2018,4,VPA,21630523968.0000,3100
2018,4,VPA,99443724611.0000,4100
2018,4,VPA,150761770000.0000,4110
2018,4,VPC,1176886915.0000,1100
2018,4,VPC,4968391470.0000,1300
2018,4,VPC,1627688836.0000,1400
2018,4,VPC,46755175336.0000,3100
2018,4,VPC,1981921805.0000,4100
2018,4,VPC,56250000000.0000,4110
2018,4,VPD,146016522235.0000,10
2018,4,VPD,77050619628.0000,21
2018,4,VPD,68965902607.0000,30
2018,4,VPD,31464851930.0000,70
2018,4,VPD,31464851930.0000,72
2018,4,VPD,37260483133.0000,1100
2018,4,VPD,137207477239.0000,1300
2018,4,VPD,1750351207.0000,1400
2018,4,VPD,533582038827.0000,3100
2018,4,VPD,1261141710433.0000,4100
2018,4,VPD,1065896290000.0000,4110
2018,4,VPG,952124903173.0000,10
2018,4,VPG,871727958134.0000,21
2018,4,VPG,80040267949.0000,30
2018,4,VPG,5329235133.0000,70
2018,4,VPG,5329235133.0000,72
2018,4,VPG,205995589235.0000,1100
2018,4,VPG,657600000000.0000,1200
2018,4,VPG,646932085779.0000,1300
2018,4,VPG,421703578595.0000,1400
2018,4,VPG,1860860989506.0000,3100
2018,4,VPG,313498312880.0000,4100
2018,4,VPG,229999930000.0000,4110
2018,4,VPH,344713933163.0000,10
2018,4,VPH,183949821935.0000,21
2018,4,VPH,160764111228.0000,30
2018,4,VPH,83534099801.0000,70
2018,4,VPH,83535169113.0000,72
2018,4,VPH,47239185715.0000,1100
2018,4,VPH,131753500.0000,1200
2018,4,VPH,1115870546161.0000,1300
2018,4,VPH,547720596139.0000,1400
2018,4,VPH,895621284713.0000,3100
2018,4,VPH,1043588139133.0000,4100
2018,4,VPH,768787220000.0000,4110
2018,4,VPI,222485632918.0000,10
2018,4,VPI,-223969311487.0000,21
2018,4,VPI,220846832805.0000,30
2018,4,VPI,309231859344.0000,70
2018,4,VPI,294726017750.0000,72
2018,4,VPI,95356703552.0000,1100
2018,4,VPI,22200000000.0000,1200
2018,4,VPI,1627394106681.0000,1300
2018,4,VPI,2135618082215.0000,1400
2018,4,VPI,2692490417870.0000,3100
2018,4,VPI,2459792886077.0000,4100
2018,4,VPI,1600000000000.0000,4110
2018,4,VPR,16791195595.0000,1100
2018,4,VPR,5390000000.0000,1200
2018,4,VPR,21795691476.0000,1300
2018,4,VPR,12298154489.0000,1400
2018,4,VPR,29699203536.0000,3100
2018,4,VPR,59360888672.0000,4100
2018,4,VPR,41600000000.0000,4110
2018,4,VPS,237867339613.0000,10
2018,4,VPS,165220361107.0000,21
2018,4,VPS,56811584686.0000,30
2018,4,VPS,8404802389.0000,70
2018,4,VPS,8312246809.0000,72
2018,4,VPS,53215802980.0000,1100
2018,4,VPS,35000000000.0000,1200
2018,4,VPS,169036304083.0000,1300
2018,4,VPS,143366362207.0000,1400
2018,4,VPS,224000112689.0000,3100
2018,4,VPS,340254687075.0000,4100
2018,4,VPS,244607920000.0000,4110
2018,4,VPW,11200540192.0000,1100
2018,4,VPW,24201206639.0000,1300
2018,4,VPW,6755079360.0000,1400
2018,4,VPW,33342256307.0000,3100
2018,4,VPW,118159160053.0000,4100
2018,4,VPW,111686760000.0000,4110
2018,4,VQC,10576715491.0000,1100
2018,4,VQC,58491153928.0000,1200
2018,4,VQC,23903884655.0000,1300
2018,4,VQC,248872860.0000,1400
2018,4,VQC,20717601613.0000,3100
2018,4,VQC,87206005283.0000,4100
2018,4,VQC,35995800000.0000,4110
2018,4,VRC,1638361200.0000,10
2018,4,VRC,-253144090.0000,21
2018,4,VRC,1891505290.0000,30
2018,4,VRC,99969388002.0000,70
2018,4,VRC,100030006161.0000,72
2018,4,VRC,31260021818.0000,1100
2018,4,VRC,111522346708.0000,1300
2018,4,VRC,758665351507.0000,1400
2018,4,VRC,304652080877.0000,3100
2018,4,VRC,1014407344237.0000,4100
2018,4,VRC,500000000000.0000,4110
2018,4,VRE,2968779642790.0000,10
2018,4,VRE,1835558173275.0000,21
2018,4,VRE,1133221469515.0000,30
2018,4,VRE,697465232079.0000,70
2018,4,VRE,690093042921.0000,72
2018,4,VRE,2431380824439.0000,1100
2018,4,VRE,701416674850.0000,1200
2018,4,VRE,1047919405624.0000,1300
2018,4,VRE,901518194206.0000,1400
2018,4,VRE,5678593820504.0000,3100
2018,4,VRE,28510880073407.0000,4100
2018,4,VRE,23288184100000.0000,4110
2018,4,VRG,1759517265.0000,10
2018,4,VRG,1155532340.0000,21
2018,4,VRG,603984925.0000,30
2018,4,VRG,13644442.0000,70
2018,4,VRG,13644442.0000,72
2018,4,VRG,22483527236.0000,1100
2018,4,VRG,33000000000.0000,1200
2018,4,VRG,33251381718.0000,1300
2018,4,VRG,85375454.0000,1400
2018,4,VRG,37291297009.0000,3100
2018,4,VRG,259901866188.0000,4100
2018,4,VRG,258948680000.0000,4110
2018,4,VSA,258389825668.0000,10
2018,4,VSA,235304224963.0000,21
2018,4,VSA,23085600705.0000,30
2018,4,VSA,12662160209.0000,70
2018,4,VSA,12662160209.0000,72
2018,4,VSA,172124412050.0000,1100
2018,4,VSA,47001500000.0000,1200
2018,4,VSA,180035010443.0000,1300
2018,4,VSA,70163500.0000,1400
2018,4,VSA,279043598960.0000,3100
2018,4,VSA,346640969926.0000,4100
2018,4,VSA,140964860000.0000,4110
2018,4,VSC,450525166456.0000,10
2018,4,VSC,328901688326.0000,21
2018,4,VSC,121623478130.0000,30
2018,4,VSC,93558049500.0000,70
2018,4,VSC,77632964922.0000,72
2018,4,VSC,279499935132.0000,1100
2018,4,VSC,3300000000.0000,1200
2018,4,VSC,201087531144.0000,1300
2018,4,VSC,20523627223.0000,1400
2018,4,VSC,271451674632.0000,3100
2018,4,VSC,1944569577021.0000,4100
2018,4,VSC,501123040000.0000,4110
2018,4,VSE,503450783.0000,1100
2018,4,VSE,36700000000.0000,1200
2018,4,VSE,64300905023.0000,1300
2018,4,VSE,12521570138.0000,1400
2018,4,VSE,41431653915.0000,3100
2018,4,VSE,95242255828.0000,4100
2018,4,VSE,89372500000.0000,4110
2018,4,VSF,396377371528.0000,1100
2018,4,VSF,29502150000.0000,1200
2018,4,VSF,529409037427.0000,1300
2018,4,VSF,2820079912429.0000,1400
2018,4,VSF,4240325168846.0000,3100
2018,4,VSF,3357150537825.0000,4100
2018,4,VSF,5000000000000.0000,4110
2018,4,VSG,10053687829.0000,1100
2018,4,VSG,46524289121.0000,1300
2018,4,VSG,945122999.0000,1400
2018,4,VSG,595603248290.0000,3100
2018,4,VSG,-356577111697.0000,4100
2018,4,VSG,110440000000.0000,4110
2018,4,VSH,74654316633.0000,10
2018,4,VSH,51346970493.0000,21
2018,4,VSH,23307346140.0000,30
2018,4,VSH,27458581322.0000,70
2018,4,VSH,27458581322.0000,72
2018,4,VSH,157422876270.0000,1100
2018,4,VSH,78000000000.0000,1200
2018,4,VSH,330379994343.0000,1300
2018,4,VSH,240244250270.0000,1400
2018,4,VSH,436675914560.0000,3100
2018,4,VSH,2994633386803.0000,4100
2018,4,VSH,2062412460000.0000,4110
2018,4,VSI,155444827222.0000,10
2018,4,VSI,140301520978.0000,21
2018,4,VSI,15143306244.0000,30
2018,4,VSI,5710911454.0000,70
2018,4,VSI,5974678763.0000,72
2018,4,VSI,57604920996.0000,1100
2018,4,VSI,200351157685.0000,1300
2018,4,VSI,60681951487.0000,1400
2018,4,VSI,288589491672.0000,3100
2018,4,VSI,208645314573.0000,4100
2018,4,VSI,132000000000.0000,4110
2018,4,VSM,39139654564.0000,10
2018,4,VSM,35242024909.0000,21
2018,4,VSM,3897629655.0000,30
2018,4,VSM,1609260014.0000,70
2018,4,VSM,1609260014.0000,72
2018,4,VSM,12175704474.0000,1100
2018,4,VSM,24671191968.0000,1300
2018,4,VSM,1511981561.0000,1400
2018,4,VSM,24440610041.0000,3100
2018,4,VSM,45734837222.0000,4100
2018,4,VSM,30500000000.0000,4110
2018,4,VSN,1256059651824.0000,10
2018,4,VSN,1004698975066.0000,21
2018,4,VSN,232374684802.0000,30
2018,4,VSN,32894347559.0000,70
2018,4,VSN,32894347559.0000,72
2018,4,VSN,378638372124.0000,1100
2018,4,VSN,282766366269.0000,1300
2018,4,VSN,520264189503.0000,1400
2018,4,VSN,665287537139.0000,3100
2018,4,VSN,993625751233.0000,4100
2018,4,VSN,809143000000.0000,4110
2018,4,VST,126098645178.0000,10
2018,4,VST,139658463689.0000,21
2018,4,VST,-15749606931.0000,30
2018,4,VST,-73105937977.0000,70
2018,4,VST,-73105937977.0000,72
2018,4,VST,36095393531.0000,1100
2018,4,VST,43773631035.0000,1300
2018,4,VST,38088095967.0000,1400
2018,4,VST,250362857935.0000,3100
2018,4,VST,-1007934099845.0000,4100
2018,4,VST,609993370000.0000,4110
2018,4,VTA,101839337204.0000,10
2018,4,VTA,88203673162.0000,21
2018,4,VTA,13446286239.0000,30
2018,4,VTA,4262048102.0000,70
2018,4,VTA,4262048102.0000,72
2018,4,VTA,14764040402.0000,1100
2018,4,VTA,33048422964.0000,1300
2018,4,VTA,73352454702.0000,1400
2018,4,VTA,128184269357.0000,3100
2018,4,VTA,68494880099.0000,4100
2018,4,VTA,80000000000.0000,4110
2018,4,VTB,123095184935.0000,10
2018,4,VTB,77856345376.0000,21
2018,4,VTB,36359567408.0000,30
2018,4,VTB,5667746808.0000,70
2018,4,VTB,4854605870.0000,72
2018,4,VTB,2707937145.0000,1100
2018,4,VTB,27287396250.0000,1200
2018,4,VTB,246869271358.0000,1300
2018,4,VTB,120875482570.0000,1400
2018,4,VTB,259516612679.0000,3100
2018,4,VTB,209418919150.0000,4100
2018,4,VTB,119820500000.0000,4110
2018,4,VTC,171325509363.0000,10
2018,4,VTC,154702011969.0000,21
2018,4,VTC,16623497394.0000,30
2018,4,VTC,2720644157.0000,70
2018,4,VTC,2217808179.0000,72
2018,4,VTC,49796478169.0000,1100
2018,4,VTC,17500000000.0000,1200
2018,4,VTC,317775576628.0000,1300
2018,4,VTC,57834725326.0000,1400
2018,4,VTC,379628057062.0000,3100
2018,4,VTC,93987577312.0000,4100
2018,4,VTC,45346960000.0000,4110
2018,4,VTD,49558479174.0000,10
2018,4,VTD,48654921760.0000,21
2018,4,VTD,903557414.0000,30
2018,4,VTD,529639801.0000,70
2018,4,VTD,529639801.0000,72
2018,4,VTD,3849057012.0000,1100
2018,4,VTD,15547905393.0000,1300
2018,4,VTD,21591461826.0000,3100
2018,4,VTD,15537385012.0000,4100
2018,4,VTD,18000000000.0000,4110
2018,4,VTE,258108610848.0000,10
2018,4,VTE,239541060276.0000,21
2018,4,VTE,18502550572.0000,30
2018,4,VTE,6704094999.0000,70
2018,4,VTE,6704094999.0000,72
2018,4,VTE,18775958325.0000,1100
2018,4,VTE,146660051510.0000,1300
2018,4,VTE,180110586865.0000,1400
2018,4,VTE,205849453563.0000,3100
2018,4,VTE,171248703362.0000,4100
2018,4,VTE,156000000000.0000,4110
2018,4,VTG,27691545108.0000,10
2018,4,VTG,15067790062.0000,21
2018,4,VTG,12623755046.0000,30
2018,4,VTG,262433583.0000,70
2018,4,VTG,144878181.0000,72
2018,4,VTG,17402427488.0000,1100
2018,4,VTG,21890004400.0000,1200
2018,4,VTG,15316848754.0000,1300
2018,4,VTG,1420933444.0000,1400
2018,4,VTG,44226888917.0000,3100
2018,4,VTG,177353038079.0000,4100
2018,4,VTG,186445000000.0000,4110
2018,4,VTH,51070785314.0000,10
2018,4,VTH,47993267308.0000,21
2018,4,VTH,3077518006.0000,30
2018,4,VTH,580537421.0000,70
2018,4,VTH,580537421.0000,72
2018,4,VTH,5139984281.0000,1100
2018,4,VTH,24419369336.0000,1300
2018,4,VTH,49552792620.0000,1400
2018,4,VTH,30148119357.0000,3100
2018,4,VTH,78778232077.0000,4100
2018,4,VTH,50000000000.0000,4110
2018,4,VTI,167640139.0000,1100
2018,4,VTI,13500000000.0000,1200
2018,4,VTI,1195557074.0000,1300
2018,4,VTI,279137177701.0000,3100
2018,4,VTI,-262745779680.0000,4100
2018,4,VTI,42797630000.0000,4110
2018,4,VTJ,3513037665.0000,10
2018,4,VTJ,2791985156.0000,21
2018,4,VTJ,40013809.0000,30
2018,4,VTJ,-3738687827.0000,70
2018,4,VTJ,-3738687827.0000,72
2018,4,VTJ,20414840464.0000,1100
2018,4,VTJ,51973006036.0000,1200
2018,4,VTJ,5507523531.0000,1300
2018,4,VTJ,1994396659.0000,1400
2018,4,VTJ,5086049817.0000,3100
2018,4,VTJ,105040676026.0000,4100
2018,4,VTJ,114000000000.0000,4110
2018,4,VTK,20788943310.0000,1100
2018,4,VTK,44000000000.0000,1200
2018,4,VTK,47448517949.0000,1300
2018,4,VTK,137352302.0000,1400
2018,4,VTK,26090484261.0000,3100
2018,4,VTK,94227359968.0000,4100
2018,4,VTK,41599050000.0000,4110
2018,4,VTL,7190746139.0000,10
2018,4,VTL,5266982522.0000,21
2018,4,VTL,1504917923.0000,30
2018,4,VTL,-1995815221.0000,70
2018,4,VTL,-1995815221.0000,72
2018,4,VTL,638709823.0000,1100
2018,4,VTL,5315000000.0000,1200
2018,4,VTL,12151223196.0000,1300
2018,4,VTL,84011556161.0000,1400
2018,4,VTL,92626032831.0000,3100
2018,4,VTL,49154261694.0000,4100
2018,4,VTL,50599920000.0000,4110
2018,4,VTM,599229623.0000,1100
2018,4,VTM,34466213405.0000,1300
2018,4,VTM,4163500611.0000,1400
2018,4,VTM,60221222414.0000,3100
2018,4,VTM,38455883631.0000,4100
2018,4,VTM,32797970000.0000,4110
2018,4,VTO,439147212647.0000,10
2018,4,VTO,381014471211.0000,21
2018,4,VTO,58132741436.0000,30
2018,4,VTO,26592942184.0000,70
2018,4,VTO,26592942184.0000,72
2018,4,VTO,217986432281.0000,1100
2018,4,VTO,98251525202.0000,1300
